VideoId,keyWords,type,length,heat,rating
3291,45,6.0,3,95.79,2.475
2095,"5,65,21,46",1.0,1,81.89,2.475
2701,43,1.0,1,53.43,2.47
373,45,2.0,1,48.44,2.465
3472,19,5.0,1,79.54,2.465
2975,54,6.0,3,104.58,2.465
3319,"19,72",2.0,1,66.1,2.465
3411,,1.0,1,60.45,2.46
1876,45,2.0,1,49.83,2.465
3957,19,1.0,1,65.95,2.455
2109,"45,73",2.0,1,56.16,2.455
1828,"5,73",4.0,1,66.37,2.45
1298,"5,47,72,22,21",1.0,1,65.91,2.45
580,35,1.0,1,67.99,2.445
1766,20,1.0,1,51.4,2.445
3392,28,1.0,1,64.15,2.425
2264,"19,1,51",5.0,1,84.61,2.41
3279,43,1.0,1,50.32,2.405
2846,"2,72",2.0,1,71.83,2.4
2744,"19,41",6.0,3,101.38,2.4
1531,43,1.0,1,49.63,2.4
736,5,1.0,1,71.8,2.4
1148,"20,30",4.0,1,64.86,2.4
3693,43,1.0,1,59.3,2.395
2991,"5,65,48",1.0,1,64.67,2.39
3073,"19,41",4.0,1,68.44,2.39
1159,"28,72",2.0,1,59.06,2.385
2240,13,3.0,1,59.58,2.37
3521,2,1.0,1,65.67,2.37
266,"27,75,62",3.0,3,74.11,2.365
308,19,1.0,1,65.19,2.365
1395,43,1.0,1,52.31,2.355
3341,,1.0,1,62.0,2.355
110,"43,72",2.0,1,54.57,2.355
2668,43,1.0,1,51.57,2.355
581,"5,37,47,1",4.0,1,67.63,2.35
3840,43,1.0,1,51.83,2.35
2716,35,1.0,1,69.51,2.345
2771,5,1.0,1,67.85,2.335
1136,19,1.0,1,65.82,2.325
1879,43,1.0,1,62.84,2.315
1599,43,1.0,1,51.99,2.31
146,14,1.0,1,65.97,2.31
506,7,1.0,1,64.81,2.3
3572,"5,73",3.0,2,80.16,2.295
1153,"19,16,61",1.0,1,65.12,2.29
1908,45,1.0,1,56.59,2.285
545,43,3.0,1,50.22,2.28
2714,"43,78,30",1.0,1,80.8,2.27
167,"19,70,80",6.0,3,89.65,2.27
1536,43,1.0,1,55.54,2.265
2963,"5,47",4.0,1,62.46,2.25
3776,19,1.0,1,70.27,2.24
2721,"43,11,72",2.0,1,84.72,2.225
3990,7,1.0,1,65.64,2.225
1834,77,5.0,1,65.58,2.215
1429,45,2.0,1,55.6,2.215
2239,"14,72",1.0,1,66.82,2.21
902,43,3.0,1,55.31,2.19
898,"19,66",3.0,1,61.12,2.19
1907,"27,47",4.0,1,73.58,2.18
1708,"49,73",4.0,1,76.45,2.17
3845,"5,37,47,61,30",4.0,1,68.38,2.135
2495,19,1.0,1,62.73,2.135
2745,"5,61,22",4.0,1,71.48,2.12
47,"43,72",3.0,1,65.05,2.11
2831,43,1.0,1,61.88,2.075
1572,"43,72",2.0,1,56.69,2.015
781,19,3.0,1,72.56,2.0
2449,43,1.0,1,58.59,1.995
3666,"5,37,15,47,1",4.0,1,73.58,1.99
2468,20,1.0,1,65.1,1.95
1414,43,1.0,1,61.42,1.94
376,"5,73,80",1.0,1,57.78,1.935
1348,"19,16",3.0,1,64.15,1.93
1642,49,3.0,1,74.51,1.92
1999,"43,47",1.0,1,74.28,1.915
2274,"43,72",1.0,1,61.72,1.915
2417,"19,16,72",2.0,1,61.19,1.89
539,"19,16",1.0,1,67.43,1.84
3192,49,3.0,1,74.47,1.825
2423,19,1.0,1,66.37,1.815
928,"5,37,73",1.0,1,62.19,1.78
1889,"7,47",4.0,1,73.96,1.735
3366,"19,47",3.0,1,73.91,1.73
2005,"43,72",1.0,1,62.96,1.705
739,"19,47",3.0,1,75.16,1.68
1962,"5,64,66",4.0,3,77.45,1.475
610,"19,30",3.0,1,95.46,1.465
319,43,1.0,1,80.17,1.39
182,"19,16",4.0,1,88.14,1.07
1659,"60,73",4.0,1,94.87,1.0
3372,"5,73,6,80",1.0,1,55.94,2.565
3391,28,6.0,3,59.02,2.785
3628,"28,75",4.0,1,51.99,2.58
549,"7,65",6.0,11,57.59,2.815
3056,"19,62,41",6.0,6,56.32,3.045
2074,19,4.0,1,48.33,2.15
118,"7,47,11,1,21",1.0,1,57.25,2.955
1120,"23,41",5.0,1,52.23,2.885
2136,45,2.0,1,46.16,1.835
201,"26,62,59",4.0,1,55.13,2.68
1096,19,4.0,1,59.5,2.92
1980,"19,47,75,41",6.0,6,60.84,3.16
3028,"7,8",6.0,5,55.6,3.055
3803,"23,41",5.0,1,49.42,2.835
1340,28,1.0,1,52.7,2.2
1541,"2,72",1.0,1,40.22,1.5
2203,"7,59,41",1.0,1,54.89,3.24
2787,45,1.0,1,46.71,3.0
327,28,1.0,1,55.07,2.56
963,"5,61,73,80",6.0,3,60.6,2.665
1706,"19,75,51",3.0,1,49.0,3.055
2961,45,6.0,2,60.56,2.775
50,"28,75",4.0,1,49.21,2.75
1014,2,1.0,1,50.22,2.865
3758,19,5.0,1,55.07,3.29
2669,"5,70,6",3.0,1,50.41,2.965
2511,19,3.0,1,50.69,1.945
1263,45,2.0,1,43.6,2.335
1303,"19,8,62,6,9",1.0,1,53.71,3.095
136,32,1.0,1,47.61,2.645
406,19,5.0,1,50.51,2.405
2586,"5,65,73,6",6.0,12,59.1,3.23
3705,19,6.0,10,50.22,3.0
264,32,5.0,1,61.42,3.085
505,45,2.0,1,46.98,2.7
233,7,6.0,8,52.85,3.29
2361,40,3.0,5,45.27,2.435
2659,5,4.0,1,53.98,2.855
1760,"81,9",4.0,1,59.22,3.165
3945,,1.0,1,48.33,2.21
2724,19,3.0,1,53.92,2.455
1398,19,6.0,9,55.77,2.815
2734,23,3.0,1,39.96,2.28
974,"7,47,59",1.0,1,55.48,3.0
2523,2,1.0,1,49.63,2.295
3369,19,1.0,1,50.03,3.0
2161,"5,64,75,9",6.0,6,47.74,3.6
303,"5,33,73,6",4.0,1,53.07,3.0
1542,"67,22",4.0,1,54.57,2.74
3109,19,6.0,3,46.71,2.89
589,"2,72",2.0,1,49.53,1.715
640,"19,73",6.0,8,54.38,3.095
3362,"32,73",3.0,3,51.32,2.135
3883,19,5.0,1,45.42,1.785
3395,"3,51,22",6.0,1,53.71,3.075
3138,"19,66",4.0,1,54.38,2.82
1559,28,1.0,1,51.74,2.675
78,2,6.0,5,53.64,2.84
353,"2,72",2.0,1,50.87,2.915
2722,"19,73,6,6",5.0,1,56.38,3.095
3081,"23,22,9",4.0,1,46.98,3.075
3076,"19,57,79,9",6.0,5,55.07,3.185
1888,"19,66,51",4.0,1,61.22,3.0
3545,"44,59,9",4.0,1,58.76,2.66
3388,2,1.0,1,56.75,3.28
2911,19,6.0,3,48.89,3.275
613,23,5.0,1,38.89,1.665
3597,"5,57",4.0,1,50.78,2.38
1300,19,5.0,1,51.57,2.225
3677,"5,64,65,48",6.0,3,52.39,2.76
3001,"7,75",1.0,1,46.71,2.35
2257,"2,72",2.0,1,48.1,2.535
2307,"19,1,41",5.0,1,64.96,2.575
2756,2,1.0,1,51.57,2.62
1246,7,4.0,1,50.22,2.57
1815,"2,72",2.0,1,47.61,2.1
370,"23,65,48",1.0,1,49.0,2.41
2689,"19,75,73,80",3.0,1,47.36,1.74
99,"19,11,62,21",6.0,7,62.19,3.265
2419,"19,70,75,6",6.0,6,53.14,2.925
3006,"5,37,64,33",4.0,1,50.78,2.48
3249,"19,75,51",6.0,16,44.3,3.335
1351,"23,21",3.0,1,48.67,2.57
454,"7,15,10,21",1.0,1,56.9,2.955
1095,35,5.0,1,49.63,2.565
1499,"19,66",4.0,1,47.24,2.415
2778,45,2.0,1,45.27,1.975
1636,"32,1,30",4.0,1,63.41,3.19
2000,"5,48",3.0,1,50.13,3.3
2340,"19,47,75",6.0,11,56.48,3.585
2072,"50,9",3.0,1,52.7,2.305
2663,"19,51",6.0,46,52.47,3.0
1959,"60,30,73",1.0,1,82.24,2.965
1065,"19,51,73",6.0,6,55.37,3.5
3967,"7,47,65",1.0,1,56.48,3.0
286,43,1.0,1,51.32,2.16
2601,40,5.0,1,52.39,2.27
362,"19,65,22",1.0,1,57.64,3.355
825,2,5.0,1,48.1,3.15
37,43,3.0,1,49.21,1.51
208,"7,47,1,59",1.0,1,57.25,2.755
3604,"19,8",1.0,1,49.83,2.13
1948,2,6.0,29,48.56,3.03
1132,19,6.0,5,54.76,1.81
3963,32,1.0,1,51.66,2.9
351,"28,59,21",4.0,1,55.6,2.895
1826,"26,22",6.0,16,53.57,3.18
2339,"28,75",4.0,1,50.6,3.255
794,"28,75",4.0,1,53.07,3.13
3263,"28,75",4.0,1,54.18,3.32
2400,"2,41",4.0,1,51.57,3.315
3191,2,4.0,1,49.32,3.0
1233,2,5.0,1,50.22,3.07
1082,"28,75",4.0,1,49.53,3.335
2085,"19,47,75",6.0,3,56.64,2.92
1185,"19,47,75",6.0,6,50.78,3.19
135,"2,72",2.0,1,46.98,1.665
2236,"19,22",4.0,1,66.6,2.605
3885,"7,64,47,75,1",6.0,6,53.14,3.16
2818,"23,75",4.0,1,61.09,3.39
2463,"23,75",4.0,1,44.8,3.5
154,39,5.0,1,54.95,2.76
1905,"2,24,62,21",4.0,1,47.24,3.07
2285,77,6.0,53,50.97,3.38
2795,"5,9",3.0,1,49.0,2.215
3289,20,1.0,1,47.98,2.37
3737,28,1.0,1,52.54,2.5
3155,26,4.0,1,58.8,2.965
291,19,6.0,3,59.89,3.45
1783,2,1.0,1,46.71,2.21
1625,19,3.0,5,51.66,3.12
1190,2,1.0,1,42.66,2.055
1064,32,6.0,63,53.92,3.34
292,"19,8,41",6.0,13,61.62,3.555
2891,2,1.0,1,46.84,2.26
1323,43,1.0,1,49.11,1.885
1328,"5,64,47,70,6",6.0,11,55.94,3.47
2352,"23,47,11",1.0,1,51.32,3.11
2657,45,2.0,1,45.12,1.765
3794,"2,72",2.0,1,45.87,2.03
2502,40,1.0,1,50.32,2.7
77,"19,41",3.0,1,51.49,1.795
807,"45,73",2.0,1,44.47,1.78
2841,"23,41",4.0,1,54.38,2.865
415,"5,33,73",4.0,1,66.37,2.68
3550,19,3.0,1,38.6,2.085
2465,23,1.0,1,53.43,2.665
217,19,1.0,1,49.42,3.095
2912,43,1.0,1,55.13,3.38
3228,"7,64,75",6.0,40,49.42,2.825
3857,"5,37",5.0,1,52.92,3.015
2623,19,5.0,3,49.93,2.565
3482,"5,47",6.0,5,56.69,3.445
1444,"19,41",1.0,1,50.87,2.895
468,19,3.0,1,45.72,2.07
1647,"2,72",2.0,1,48.21,1.68
2656,,3.0,1,49.63,2.12
2973,,1.0,1,44.3,2.23
2927,"5,37,33",6.0,11,57.0,3.185
2319,"2,72",6.0,5,54.18,3.525
1172,"5,64,8,41",4.0,1,53.22,3.135
2769,"28,65",1.0,1,39.7,2.215
1410,"28,75",6.0,6,58.33,3.32
438,"28,75",6.0,6,49.73,3.18
1492,19,4.0,1,51.23,3.02
1990,"28,75",4.0,1,50.97,3.25
2609,"28,75",4.0,1,50.32,3.075
2279,"7,47,75",4.0,1,52.39,3.105
1067,"27,8",1.0,1,49.21,2.065
903,"81,9",6.0,6,59.38,3.625
3511,"7,65",5.0,1,53.0,3.175
2310,"19,62,41",1.0,1,89.27,3.615
1039,23,1.0,1,48.33,2.965
728,2,6.0,314,50.87,2.78
1527,"19,79,6,41",5.0,1,59.66,3.885
80,"7,64,8,75",6.0,6,53.78,3.21
2117,43,1.0,1,52.07,1.895
3911,"7,65,30",1.0,1,53.43,2.245
2349,"19,47",6.0,3,58.33,2.765
419,"23,65",1.0,1,95.33,4.07
3345,"28,75",4.0,1,49.21,2.825
1915,"19,33,51",3.0,4,56.59,3.065
2067,"19,41",6.0,155,50.32,2.815
2804,2,1.0,1,43.96,2.475
3090,28,1.0,1,54.12,2.9
310,"28,75,62,41",6.0,10,62.13,3.015
144,"28,75",1.0,1,41.4,2.53
3813,"19,65,22",1.0,1,44.8,3.355
254,19,5.0,1,54.44,3.155
2964,"5,37,47",5.0,1,50.51,2.695
1404,40,5.0,1,54.64,2.335
3079,"67,64",6.0,6,57.69,2.735
2979,"23,65,72,21",5.0,1,50.97,2.805
1715,"5,33,73",6.0,7,58.46,3.11
1701,7,5.0,1,49.83,3.04
752,"7,64,47,75",6.0,7,52.85,2.65
1506,"5,8,70,22",4.0,1,62.28,3.195
296,"19,1,59",4.0,1,50.03,3.0
184,"19,66,1,30",4.0,1,55.31,2.725
2902,43,1.0,1,47.74,3.09
838,"19,72",5.0,1,50.97,2.81
625,"19,66,22",4.0,1,46.98,2.53
2448,"7,64,75",6.0,21,52.85,3.335
3656,32,6.0,10,54.82,3.575
1238,"7,75",6.0,21,50.78,3.37
3383,32,6.0,3,55.13,2.975
834,"5,73",3.0,1,54.7,2.415
3684,19,3.0,2,47.49,2.295
3490,"28,1",3.0,1,54.76,2.475
1769,"19,73",6.0,6,51.66,3.18
3140,28,5.0,1,51.91,2.47
1288,"26,41",5.0,1,58.15,2.68
248,23,1.0,1,55.89,4.0
3711,"5,73",6.0,6,54.25,3.04
60,"19,62,9",4.0,3,52.7,3.63
730,"19,59,41",5.0,1,50.87,3.5
2883,"19,8,24",4.0,1,49.83,3.265
500,"25,30",4.0,1,56.38,2.735
2347,40,3.0,2,60.2,2.59
1516,"7,47",1.0,1,51.57,3.09
3128,"19,33,51",3.0,4,57.45,3.095
1966,"23,75",4.0,1,42.85,2.53
3594,"5,64,75,51,10",1.0,1,44.3,2.04
3247,45,2.0,1,47.49,1.825
1030,"7,64",6.0,11,53.57,3.175
626,"19,41",3.0,2,54.82,2.575
2421,"5,8,9",6.0,6,58.72,3.565
2303,32,6.0,255,50.51,3.4
667,"5,47",3.0,1,53.29,2.47
2615,40,1.0,1,49.42,1.98
2914,"28,75",1.0,1,41.4,2.345
869,"19,75,41",5.0,1,42.46,2.2
2258,"28,75",1.0,1,53.29,2.8
457,45,2.0,1,45.42,1.925
2890,"7,41",5.0,1,52.62,3.39
4000,35,5.0,1,52.7,2.69
145,"28,75",1.0,1,48.1,2.48
2022,28,1.0,1,52.07,2.44
578,"28,72",2.0,1,44.8,2.105
3245,23,1.0,1,45.58,2.295
425,2,1.0,1,49.53,2.325
803,"2,41",4.0,1,38.3,2.05
2813,39,4.0,3,59.74,2.795
3806,19,6.0,3,64.22,2.81
272,"19,66,22",4.0,1,51.99,3.265
3823,"19,51",6.0,33,47.61,3.235
3449,"23,65",1.0,1,53.98,2.12
70,"7,8,65",6.0,8,55.25,3.24
2820,"19,41",1.0,1,53.0,3.545
2618,"19,75,10",6.0,7,58.5,2.625
324,"27,47,75",1.0,1,52.15,3.105
2571,"27,65,75",1.0,1,48.33,2.905
1194,19,6.0,4,46.3,3.4
718,"2,72",2.0,1,46.58,1.92
2386,2,1.0,1,48.67,2.04
1131,19,5.0,1,56.22,3.145
845,19,1.0,1,57.78,3.26
2922,,1.0,1,46.16,2.08
3901,"60,73",6.0,11,60.38,3.285
1810,19,3.0,2,44.8,2.585
352,"23,65",6.0,3,57.4,3.095
3923,"19,41",4.0,3,56.95,2.375
1251,"19,41",4.0,1,51.83,2.55
306,19,3.0,2,50.97,1.86
2559,"19,41,21",4.0,3,48.56,2.0
1683,"19,41",5.0,1,46.58,2.04
1420,"19,41",4.0,3,57.15,2.595
2292,"23,30,6",4.0,1,54.31,3.175
2159,"19,75",6.0,21,63.24,3.35
3436,"7,47",5.0,1,51.91,2.855
1349,"5,8,61,22",4.0,1,55.25,2.72
1661,40,3.0,1,47.24,2.06
585,19,3.0,3,51.05,2.425
2186,"23,75",4.0,1,40.94,2.75
3304,"19,41",4.0,2,48.56,2.54
1275,"43,72",1.0,1,46.02,2.54
3892,"19,66,30",4.0,2,53.0,2.97
782,"19,51,62",6.0,5,49.63,3.335
1003,"2,33",5.0,1,45.12,1.63
436,7,5.0,1,52.77,2.68
1549,45,2.0,1,45.12,1.745
2402,"19,73",3.0,2,51.83,1.905
831,"5,33,73",1.0,1,51.32,1.245
2694,"77,80",1.0,1,48.89,2.82
1732,"5,37",6.0,6,57.2,3.58
123,77,5.0,1,53.71,3.125
1170,"2,41",4.0,1,60.2,3.035
762,"5,8,48",4.0,1,57.2,2.91
939,2,1.0,1,46.98,1.815
706,32,1.0,1,51.57,3.6
2842,"19,62,6",5.0,1,48.67,3.07
239,"19,8,66,30,22",4.0,1,54.38,3.11
450,19,6.0,202,53.78,2.96
1746,"60,51,73",1.0,1,56.48,3.24
2453,"26,73,59",4.0,1,53.71,2.82
1938,"19,75",3.0,1,44.8,2.27
1089,45,2.0,1,46.02,2.175
771,"5,64,30,62,6",4.0,1,54.31,3.0
3445,"5,57",4.0,1,52.62,2.935
225,23,1.0,1,47.74,2.195
2814,"50,6",3.0,1,53.5,3.03
525,"5,65,57,48,22",4.0,1,59.02,3.205
2241,"19,30",4.0,1,54.12,2.72
3755,"5,65",1.0,1,46.02,2.355
608,45,5.0,1,53.5,2.775
999,"19,62,22,9",4.0,1,62.7,2.57
3792,"5,37,48,6",6.0,14,56.0,2.645
815,"28,75,72",2.0,1,50.87,2.78
3520,"19,47,75",5.0,1,46.16,2.91
2097,"19,47,75",5.0,1,47.61,2.82
2798,"19,47,75",1.0,1,51.57,2.945
1245,"19,47,75",4.0,3,44.96,2.82
1926,45,2.0,1,45.72,2.07
630,26,4.0,1,61.19,2.35
2154,43,1.0,1,50.13,2.065
2200,45,2.0,1,45.27,2.57
2990,2,6.0,6,57.97,2.94
3980,"19,75,10",5.0,1,48.33,2.61
3936,"19,51",3.0,2,59.34,2.575
1405,"45,21",2.0,1,45.58,1.64
3197,2,1.0,1,48.44,2.13
3095,"19,51,10",5.0,1,50.22,2.115
2933,"19,41",3.0,1,47.61,2.11
1960,"23,65",5.0,1,52.15,3.32
3282,2,1.0,1,54.31,3.05
2741,"19,75",6.0,10,57.2,3.205
2269,"19,24,10",1.0,1,75.1,3.31
177,"7,47",4.0,1,54.12,3.425
1450,"7,15,47",1.0,1,59.78,3.45
1859,"2,72",2.0,1,46.71,2.265
3017,"7,47",5.0,1,40.22,2.135
1488,"7,33,73,6",5.0,1,48.21,2.54
2817,"19,30,62,41",1.0,1,56.59,3.385
1568,43,1.0,1,56.32,3.075
2177,45,3.0,6,55.94,1.99
3333,"45,62,59,41",1.0,1,63.7,3.61
2138,"43,72",1.0,1,48.78,2.52
985,,1.0,1,47.86,1.36
1009,"7,8,65,41",5.0,1,52.31,3.08
3557,"19,73",6.0,13,48.78,3.165
2686,45,2.0,1,48.33,2.425
81,"2,72",2.0,1,49.63,1.73
2772,"5,64,30",6.0,6,59.14,3.285
3956,"5,64",1.0,1,44.13,2.455
990,2,6.0,6,54.51,3.05
2316,2,1.0,1,52.07,2.395
998,2,1.0,1,45.58,2.28
343,"5,37,64",1.0,1,42.05,2.665
3944,"5,64,51,10",4.0,2,51.49,2.625
100,"23,65",5.0,1,48.21,3.275
1490,2,5.0,1,42.66,1.36
3573,2,1.0,1,48.67,2.01
2455,32,1.0,1,49.93,2.29
1630,2,5.0,2,51.66,2.88
3062,"67,72",2.0,1,43.78,2.1
1827,19,6.0,6,54.95,3.065
3379,"19,75,72",2.0,1,46.16,2.22
2703,"19,75,62,73,41",6.0,3,57.05,2.96
1100,19,4.0,1,55.07,2.855
1904,19,6.0,10,57.0,3.565
3648,"45,30",2.0,1,49.73,2.59
3728,13,3.0,1,41.83,1.84
2535,40,5.0,1,38.0,2.145
1408,"45,80",2.0,1,43.96,1.925
1106,60,1.0,1,58.85,2.665
2268,"7,64,75",1.0,1,53.71,2.58
2970,74,6.0,6,59.02,3.165
2025,"19,47",1.0,1,52.39,3.65
2023,"19,47,75",3.0,1,42.05,2.0
1548,"23,75",5.0,1,47.98,3.46
1522,"32,11",4.0,1,46.16,2.165
1466,45,3.0,1,43.78,2.035
1564,"5,62,6",4.0,1,53.57,3.265
1468,45,2.0,1,46.3,2.27
989,32,4.0,1,66.84,3.105
3351,"19,66",6.0,3,60.27,3.11
3672,"5,73",1.0,1,102.02,
1694,4,4.0,1,97.45,3.875
915,"28,76,1",4.0,1,92.55,3.805
720,4,4.0,1,90.57,3.805
829,4,4.0,1,106.65,3.735
2517,4,4.0,1,101.22,3.73
2526,"19,8,30,62,29",4.0,1,106.7,3.68
3968,4,4.0,1,94.8,3.68
1479,4,4.0,1,91.01,3.66
844,"68,76",4.0,1,94.27,3.655
3213,"27,47,12,76,21",4.0,1,96.36,3.655
3061,4,4.0,1,97.27,3.655
365,"23,76",1.0,1,93.27,3.64
1837,"4,62,18",4.0,1,89.13,3.64
2864,4,4.0,1,92.19,3.63
2660,4,4.0,1,90.7,3.625
3951,4,4.0,2,89.82,3.625
3431,4,4.0,1,90.44,3.625
2866,4,4.0,1,87.93,3.62
3861,4,4.0,1,98.69,3.605
2868,4,4.0,1,83.65,3.6
3527,4,4.0,2,89.09,3.59
3662,4,4.0,1,94.91,3.585
1226,4,4.0,1,90.4,3.58
422,4,4.0,1,86.55,3.575
880,"44,29",5.0,1,86.91,3.57
3969,4,4.0,1,86.67,3.565
3992,4,4.0,1,91.14,3.565
1244,"68,76",4.0,1,88.75,3.56
3571,4,4.0,1,89.76,3.56
3746,4,4.0,1,88.04,3.56
1243,4,4.0,1,95.14,3.54
3689,4,4.0,1,87.09,3.54
3761,4,4.0,1,92.99,3.54
3721,"23,29",4.0,1,103.42,3.53
2044,4,4.0,1,87.63,3.525
839,4,4.0,1,87.6,3.52
61,"27,47,76,11,1,21",4.0,2,91.26,3.51
2107,4,4.0,1,88.89,3.51
982,"5,15,76,57,21",4.0,1,94.76,3.51
1441,4,4.0,1,82.49,3.51
1108,4,4.0,1,94.59,3.5
2266,4,4.0,1,95.15,3.495
2060,4,4.0,1,94.91,3.495
2478,"23,30,29",4.0,1,102.08,3.495
2974,"19,12,76",4.0,1,99.26,3.49
3903,4,4.0,1,92.45,3.49
3239,4,4.0,1,95.49,3.49
2672,4,4.0,1,83.3,3.475
1373,"4,73,21",4.0,1,89.88,3.475
594,4,4.0,1,88.8,3.47
3227,4,4.0,1,84.64,3.47
798,4,4.0,1,88.21,3.46
1903,4,4.0,1,88.51,3.46
3101,4,4.0,1,88.81,3.45
13,4,4.0,1,83.95,3.445
1734,"4,21",4.0,1,101.52,3.445
3941,4,4.0,1,90.22,3.445
2434,"19,76,30,18",4.0,1,102.91,3.445
2992,"28,76",4.0,1,92.29,3.445
3285,4,4.0,2,109.61,3.44
874,"68,76,62,18",4.0,1,90.29,3.44
3797,4,4.0,1,72.6,3.435
2893,4,4.0,1,82.35,3.435
2181,4,4.0,2,94.03,3.43
891,4,4.0,1,85.06,3.43
2855,4,4.0,1,79.47,3.43
3596,4,4.0,1,85.14,3.43
2206,4,4.0,1,87.43,3.42
616,4,4.0,1,83.63,3.415
1433,4,4.0,1,93.11,3.42
495,4,4.0,1,103.47,3.42
250,"27,47,76,21",4.0,1,81.12,3.415
916,4,4.0,1,86.52,3.41
3871,4,4.0,1,85.96,3.41
1239,4,4.0,1,84.01,3.41
2850,"4,62",4.0,1,82.31,3.4
3659,4,4.0,1,81.47,3.4
1880,4,4.0,1,82.32,3.4
3461,4,4.0,1,89.24,3.4
64,4,4.0,1,86.66,3.395
36,4,4.0,1,96.73,3.395
12,"28,12,76,1,21",4.0,1,85.32,3.39
977,4,4.0,1,89.41,3.385
1465,4,4.0,1,85.96,3.38
513,"19,8,30,29",4.0,1,96.62,3.38
3507,4,4.0,1,83.66,3.375
2375,4,4.0,1,76.59,3.375
1798,"5,64,76,73",4.0,1,101.64,3.375
142,"4,18",4.0,1,82.79,3.375
1818,4,4.0,1,83.98,3.37
510,4,4.0,1,80.5,3.37
1413,4,4.0,1,84.52,3.37
888,4,4.0,1,83.64,3.365
1670,"4,73",4.0,1,80.4,3.37
2137,4,4.0,1,84.86,3.37
3457,4,4.0,1,83.45,3.365
2785,4,4.0,1,86.37,3.365
633,4,4.0,1,85.43,3.365
2016,"5,8,76,79",4.0,1,108.42,3.36
906,4,4.0,1,92.93,3.36
1417,"27,76,73,10",4.0,1,93.23,3.36
2388,4,4.0,1,82.42,3.355
3791,4,4.0,1,81.97,3.355
2393,"5,76,11,21",4.0,2,89.84,3.35
660,4,4.0,1,88.65,3.35
861,4,4.0,1,89.11,3.345
3985,4,4.0,1,82.0,3.345
2983,"5,47,76,21",4.0,1,82.09,3.345
3326,"27,47,76,21",4.0,1,84.07,3.34
2725,4,4.0,1,81.06,3.335
10,4,4.0,1,80.78,3.33
3610,4,4.0,1,89.56,3.335
1580,4,4.0,1,83.96,3.33
2450,"28,76",4.0,1,84.82,3.325
2858,4,4.0,1,90.87,3.32
2971,4,4.0,1,88.9,3.32
1825,4,4.0,1,81.69,3.315
2190,4,4.0,1,92.93,3.31
620,4,4.0,1,82.44,3.305
2871,4,4.0,1,83.35,3.31
215,"4,62",4.0,1,79.89,3.31
2984,4,4.0,1,84.6,3.31
3772,4,4.0,1,76.43,3.305
520,4,4.0,1,84.19,3.3
605,4,4.0,1,82.86,3.3
3173,4,4.0,1,81.57,3.3
2960,4,4.0,1,83.84,3.295
1187,"23,76,21",4.0,1,82.19,3.295
2899,4,4.0,1,82.04,3.295
708,4,4.0,1,83.72,3.29
3561,"4,62",4.0,1,81.7,3.285
245,"68,76",4.0,1,79.56,3.285
2707,4,5.0,1,71.89,3.29
3749,"7,76,1,73",4.0,1,87.91,3.28
2604,4,4.0,1,82.42,3.28
2342,4,4.0,1,78.51,3.28
151,4,4.0,1,90.32,3.275
1426,4,4.0,1,77.02,3.27
1231,"68,76,62",4.0,1,79.22,3.275
3649,4,4.0,1,84.11,3.275
3386,4,4.0,1,91.76,3.275
3912,"4,1,21",4.0,1,86.01,3.275
2985,4,4.0,1,85.42,3.27
3425,4,4.0,1,83.71,3.275
2821,4,4.0,1,83.01,3.27
3977,"4,62",4.0,1,90.11,3.27
360,4,4.0,1,83.39,3.27
3866,"28,76,21",4.0,1,83.84,3.265
2254,4,4.0,1,80.87,3.265
690,"28,76",5.0,1,64.25,3.265
2513,4,4.0,1,80.13,3.255
3639,"27,47,76",4.0,1,85.2,3.255
719,4,4.0,1,87.52,3.25
2294,"4,62,21",4.0,1,86.2,3.25
1181,4,4.0,1,81.94,3.245
559,"4,51",4.0,1,85.57,3.245
1047,4,4.0,1,79.27,3.245
2637,4,4.0,1,85.87,3.245
886,4,4.0,1,83.94,3.245
634,4,4.0,1,79.51,3.24
3927,4,4.0,1,79.75,3.24
1399,4,4.0,1,80.78,3.24
3045,4,4.0,1,80.12,3.24
1331,4,4.0,1,80.3,3.24
2374,"5,76,65,57",4.0,1,85.6,3.235
3053,"19,8,30,29",4.0,1,108.67,3.235
2606,4,4.0,1,83.38,3.235
3518,4,4.0,1,88.95,3.23
695,4,4.0,1,79.5,3.23
2958,"23,30,29",5.0,1,76.11,3.23
1043,"5,15,76",4.0,1,92.03,3.225
746,"28,12,76,62,21",4.0,1,84.39,3.22
321,4,4.0,1,81.65,3.22
427,4,4.0,1,80.61,3.215
2920,"4,62",4.0,1,83.04,3.21
2249,4,4.0,1,84.76,3.21
2170,4,4.0,1,87.87,3.21
3103,4,4.0,1,78.98,3.21
3950,"3,30,22,18",4.0,1,111.51,3.205
665,4,4.0,1,84.53,3.205
2851,4,4.0,1,81.7,3.205
284,4,4.0,1,84.0,3.2
2106,"19,76,18",4.0,1,83.48,3.2
3552,4,4.0,1,83.79,3.2
2398,"7,64,76",4.0,1,80.18,3.2
2993,"4,73",5.0,1,76.56,3.195
444,4,4.0,1,82.59,3.195
2547,4,4.0,2,92.57,3.195
900,"19,76,24,21",4.0,1,75.58,3.19
642,"5,76",4.0,1,81.73,3.19
3114,4,4.0,1,81.38,3.195
988,"4,62",4.0,1,77.77,3.19
1703,4,4.0,1,84.61,3.19
3350,4,4.0,1,81.0,3.185
2865,4,4.0,1,77.4,3.185
950,4,4.0,1,78.59,3.185
